,CLIENTNUM,Current_customer,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Current_customer_Num
2532,8496,y,47,1,1,6,3,3,0,28,6,1,4,2797.0,1802,995.0,0.675,3525,63,0.75,0.644,1
2533,3514,y,48,0,3,3,2,1,0,30,5,2,1,2657.0,2115,542.0,0.688,3580,77,0.711,0.796,1
2534,6772,y,58,1,2,5,1,3,0,46,6,1,3,9149.0,1806,7343.0,0.35,1220,36,0.333,0.197,1
2535,4332,y,55,0,2,6,1,4,0,36,5,2,3,2629.0,1476,1153.0,0.537,1725,41,0.414,0.561,1
2536,2716,y,37,1,2,2,0,1,0,17,6,3,3,3176.0,0,3176.0,0.652,2298,67,0.457,0.0,1
2537,5022,y,57,1,2,2,1,3,0,42,6,1,0,21875.0,2517,19358.0,0.409,1327,31,0.409,0.115,1
2538,8503,y,60,1,2,3,1,5,0,41,5,2,4,3007.0,1664,1343.0,0.34,1475,31,0.632,0.553,1
2539,5519,y,50,1,1,0,1,2,0,40,4,2,4,17404.0,1745,15659.0,0.54,4491,78,0.66,0.1,1
2540,9511,y,56,1,2,3,1,2,0,51,5,6,3,2863.0,2517,346.0,0.583,1458,39,0.696,0.879,1
2541,4033,y,48,1,3,2,1,2,1,37,5,1,2,34516.0,2429,32087.0,0.742,3205,57,0.727,0.07,1
2542,8120,y,40,1,4,2,2,2,0,30,4,1,1,13919.0,1266,12653.0,0.438,3699,67,0.523,0.091,1
2543,5630,n,48,1,3,2,1,3,0,39,4,4,3,18672.0,2517,16155.0,0.799,1126,35,0.591,0.135,0
2544,4985,y,50,0,1,5,1,4,0,36,6,2,2,4204.0,499,3705.0,0.635,4740,67,0.523,0.119,1
2545,5308,y,61,0,1,5,1,4,0,36,3,2,4,6859.0,2489,4370.0,0.65,1617,26,1.0,0.363,1
2546,9044,y,36,1,2,3,1,3,0,30,6,3,3,16050.0,1480,14570.0,1.326,3215,56,0.806,0.092,1
2547,1012,y,46,1,5,3,1,0,0,32,5,2,2,34516.0,1024,33492.0,0.72,2436,71,0.651,0.03,1
2548,4168,y,28,1,0,5,0,5,0,36,3,3,3,16766.0,1535,15231.0,1.042,3093,77,0.878,0.092,1
2549,7772,y,49,1,5,6,2,3,0,30,3,2,1,20895.0,1808,19087.0,0.572,3210,65,0.667,0.087,1
2550,3718,y,44,0,4,3,2,1,0,38,6,3,3,7881.0,2517,5364.0,0.738,3068,77,0.711,0.319,1
2551,7603,y,57,1,5,3,1,3,0,50,4,2,3,13427.0,0,13427.0,0.521,1337,27,0.588,0.0,1
2552,3143,y,37,1,2,5,0,3,0,36,3,3,2,2281.0,1677,604.0,1.027,2735,58,1.071,0.735,1
2553,6098,y,57,1,2,5,1,3,0,52,6,2,4,10974.0,0,10974.0,0.591,1327,26,1.0,0.0,1
2554,6406,n,33,1,1,6,1,2,0,36,1,3,4,8925.0,168,8757.0,0.447,741,10,0.429,0.019,0
2555,6049,y,46,1,2,3,1,2,0,40,4,1,3,5265.0,0,5265.0,0.524,3281,68,0.744,0.0,1
2556,2389,n,45,0,2,3,0,5,0,36,6,4,3,17156.0,2517,14639.0,0.717,1142,33,0.32,0.147,0
2557,4771,y,53,1,1,6,1,3,0,36,4,2,3,13457.0,1248,12209.0,0.512,1548,41,0.519,0.093,1
2558,9255,y,52,1,0,6,1,2,0,46,3,2,4,2742.0,2184,558.0,0.592,3829,72,0.532,0.796,1
2559,9691,y,34,1,1,6,1,2,0,29,3,2,3,3890.0,2286,1604.0,0.633,1889,51,0.457,0.588,1
2560,10065,y,55,1,3,2,2,3,0,51,6,2,3,17198.0,0,17198.0,0.803,4042,62,0.722,0.0,1
2561,6652,y,53,1,4,3,1,0,0,41,6,3,4,3401.0,1713,1688.0,0.773,1924,54,0.317,0.504,1
2562,7942,y,37,1,1,6,1,2,0,19,6,1,2,18951.0,1243,17708.0,1.148,2874,58,0.657,0.066,1
2563,1118,y,58,0,3,6,2,1,0,52,4,1,1,1454.0,888,566.0,1.19,3060,56,0.647,0.611,1
2564,5914,y,33,1,3,3,1,0,0,20,6,3,2,27499.0,1188,26311.0,0.544,2202,46,0.394,0.043,1
2565,2074,y,39,1,3,2,1,0,0,36,3,3,2,32964.0,2231,30733.0,1.731,3094,45,1.647,0.068,1
2566,874,y,37,0,2,3,2,4,0,28,5,2,1,7411.0,633,6778.0,0.762,2761,77,0.604,0.085,1
2567,1454,y,32,1,0,5,2,1,0,36,4,3,3,7200.0,0,7200.0,0.894,3006,83,0.93,0.0,1
2568,9754,y,26,0,1,5,2,5,0,13,6,2,3,12007.0,956,11051.0,0.832,2678,50,0.471,0.08,1
2569,5541,y,60,0,0,2,1,4,0,50,4,2,2,3147.0,1602,1545.0,0.569,1558,23,0.643,0.509,1
2570,6623,y,37,1,1,2,2,3,0,18,6,2,5,5110.0,1942,3168.0,0.749,3028,76,0.583,0.38,1
2571,3358,y,43,0,5,2,1,4,0,35,3,6,4,5438.0,2214,3224.0,0.668,5029,75,0.562,0.407,1
2572,8052,y,56,1,1,5,1,3,0,40,6,1,1,17450.0,2193,15257.0,0.419,1426,38,0.462,0.126,1
2573,4092,y,52,1,3,0,1,3,0,39,3,3,2,18352.0,1509,16843.0,0.898,1454,29,1.071,0.082,1
2574,2706,y,34,1,2,5,2,0,0,17,3,1,2,5030.0,2326,2704.0,0.856,3345,69,1.3,0.462,1
2575,7589,y,47,1,1,6,0,3,3,38,3,2,3,34516.0,802,33714.0,0.899,1823,27,0.8,0.023,1
2576,9873,y,26,1,0,2,2,4,0,21,4,3,2,1585.0,1535,50.0,0.462,2299,49,0.485,0.968,1
2577,6781,y,54,1,1,3,1,0,0,42,5,3,3,3251.0,1919,1332.0,0.56,1406,31,0.24,0.59,1
2578,239,y,35,0,3,5,2,4,0,23,3,2,2,2858.0,1251,1607.0,0.576,2844,73,0.622,0.438,1
2579,1084,y,52,1,1,6,1,3,3,36,6,1,0,34516.0,1847,32669.0,0.527,3284,65,0.477,0.054,1
2580,356,y,41,1,3,2,2,2,0,28,4,1,3,16443.0,1363,15080.0,0.688,4252,64,0.684,0.083,1
2581,10050,y,36,0,0,5,0,4,0,32,3,2,3,3687.0,1655,2032.0,0.742,2448,63,0.5,0.449,1
2582,718,y,53,0,1,2,1,4,0,36,5,1,3,4840.0,2517,2323.0,0.445,1637,22,1.0,0.52,1
2583,1187,y,42,1,3,6,2,0,0,36,6,3,2,15108.0,0,15108.0,1.015,3738,68,0.744,0.0,1
2584,8449,y,54,1,1,0,1,2,0,37,6,3,2,1909.0,1753,156.0,0.788,1457,24,0.6,0.918,1
2585,4508,y,53,1,3,4,2,3,0,44,5,2,2,19063.0,1236,17827.0,0.542,3393,58,0.871,0.065,1
2586,2151,y,36,1,2,3,1,3,0,26,4,2,4,15982.0,1691,14291.0,0.808,1687,40,0.739,0.106,1
2587,1770,y,42,1,3,2,2,2,0,32,6,2,2,1438.3,0,1438.3,0.66,1794,45,0.875,0.0,1
2588,6171,y,27,0,2,0,0,4,0,14,4,3,3,2549.0,2130,419.0,0.693,2605,61,0.794,0.836,1
2589,5439,y,58,1,4,2,1,2,0,36,6,2,4,5967.0,2350,3617.0,0.543,1426,29,0.812,0.394,1
2590,9218,y,59,1,1,5,1,1,0,53,5,1,3,2182.0,1558,624.0,0.457,1660,34,0.789,0.714,1
2591,2488,y,63,0,2,2,1,4,0,52,5,2,3,2689.0,2101,588.0,0.416,1188,35,0.75,0.781,1
2592,9048,y,57,1,2,5,2,3,0,51,6,2,4,30622.0,0,30622.0,1.329,3600,66,0.784,0.0,1
2593,2405,y,56,0,0,3,1,5,0,48,4,1,2,4203.0,1965,2238.0,0.441,1425,32,0.778,0.468,1
2594,9640,y,42,0,3,6,2,4,0,37,6,1,3,6453.0,0,6453.0,0.76,4822,74,0.609,0.0,1
2595,9120,y,29,0,1,3,2,4,0,23,3,1,2,3318.0,927,2391.0,0.934,3011,83,0.804,0.279,1
2596,9784,y,44,1,2,6,3,2,0,39,5,3,3,22075.0,1506,20569.0,0.794,2337,40,0.818,0.068,1
2597,5796,y,33,1,1,0,1,1,0,14,3,2,2,6746.0,1750,4996.0,0.962,2962,54,0.862,0.259,1
2598,5881,y,35,1,2,2,1,3,0,36,5,2,2,4408.0,1463,2945.0,0.728,2001,49,0.485,0.332,1
2599,3566,y,33,0,3,2,2,4,0,36,5,3,3,4838.0,1338,3500.0,0.707,2641,67,0.595,0.277,1
2600,8942,y,46,1,4,2,2,3,3,40,5,1,4,34516.0,0,34516.0,0.938,3568,57,0.676,0.0,1
2601,6486,y,27,1,0,6,1,1,0,14,4,1,4,3823.0,2130,1693.0,0.371,2026,49,0.441,0.557,1
2602,511,y,42,1,3,0,3,0,0,36,3,2,1,21670.0,2183,19487.0,0.995,4121,81,0.761,0.101,1
2603,8544,y,53,1,2,2,1,2,0,38,6,3,2,7928.0,1228,6700.0,0.632,1537,37,0.682,0.155,1
2604,4024,y,50,1,3,2,2,0,0,42,3,1,3,33996.0,949,33047.0,0.846,3569,77,0.571,0.028,1
2605,4942,y,48,0,5,0,0,1,0,40,3,1,1,4365.0,0,4365.0,0.598,3542,57,1.111,0.0,1
2606,7563,y,57,1,2,3,2,2,0,47,6,3,4,2248.0,0,2248.0,0.735,4439,77,0.54,0.0,1
2607,6944,y,34,0,2,2,2,4,0,27,4,1,1,1901.0,1176,725.0,0.612,2450,52,0.857,0.619,1
2608,7522,y,55,1,2,0,2,3,3,45,3,1,4,34516.0,1433,33083.0,0.728,1966,31,0.55,0.042,1
2609,10042,y,58,1,2,2,1,0,0,54,6,2,4,31680.0,1812,29868.0,0.483,1121,25,0.562,0.057,1
2610,5671,y,55,0,3,2,1,4,0,35,3,2,3,1872.0,1167,705.0,0.517,2238,45,0.607,0.623,1
2611,9205,y,48,0,2,5,3,4,0,42,3,2,2,2055.0,0,2055.0,1.064,3656,63,0.75,0.0,1
2612,2877,y,45,1,2,0,0,1,0,37,5,1,2,10991.0,1328,9663.0,1.027,3692,60,0.714,0.121,1
2613,2383,y,59,1,0,5,1,4,0,46,6,1,2,3939.0,2517,1422.0,0.376,1489,34,0.545,0.639,1
2614,4938,y,53,0,2,4,1,1,0,40,5,1,4,2127.0,1995,132.0,0.374,1363,37,0.37,0.938,1
2615,7961,y,47,1,4,5,2,3,0,32,3,3,2,34010.0,1340,32670.0,0.744,1739,39,0.5,0.039,1
2616,3804,y,43,0,3,6,1,5,0,36,4,2,1,6971.0,1506,5465.0,0.57,3575,67,0.675,0.216,1
2617,7844,y,33,0,1,4,1,4,0,15,6,2,0,1741.0,1328,413.0,0.69,2629,61,0.649,0.763,1
2618,3816,y,49,0,2,4,2,5,0,36,3,3,2,24904.0,0,24904.0,0.636,5176,71,0.479,0.0,1
2619,8853,n,54,0,1,2,2,4,0,45,3,5,5,1438.3,0,1438.3,0.647,1603,39,0.444,0.0,0
2620,1266,y,65,1,0,3,1,4,0,56,6,3,1,2621.0,1858,763.0,0.987,2148,47,1.043,0.709,1
2621,8789,y,49,0,5,2,1,1,0,35,5,2,1,11115.0,1292,9823.0,0.797,3956,74,0.609,0.116,1
2622,4019,y,47,1,5,6,2,3,0,39,6,2,3,13241.0,0,13241.0,1.002,3157,76,0.551,0.0,1
2623,4442,y,51,1,4,3,1,3,0,42,6,1,2,14438.0,2517,11921.0,0.853,2090,47,0.88,0.174,1
2624,9682,y,36,1,3,3,2,3,0,31,6,1,1,5228.0,1443,3785.0,0.934,2683,62,0.938,0.276,1
2625,4675,y,36,1,2,2,1,2,0,36,3,1,4,5550.0,1518,4032.0,1.182,2540,62,0.771,0.274,1
2626,10,y,46,1,1,2,3,1,0,36,4,3,2,1438.3,890,548.3,1.143,2928,48,1.4,0.619,1
2627,5107,y,62,0,0,6,1,4,0,55,3,1,0,2064.0,1282,782.0,0.455,1475,27,0.929,0.621,1
2628,9630,y,30,0,1,0,2,4,0,24,4,3,0,3450.0,2517,933.0,0.652,2545,64,0.778,0.73,1
2629,3492,y,46,1,4,2,1,0,3,36,4,1,3,34516.0,1380,33136.0,0.66,2163,56,0.4,0.04,1
2630,1090,y,41,1,4,5,0,3,0,36,6,2,2,30030.0,2028,28002.0,0.601,1828,38,1.111,0.068,1
2631,9635,y,50,1,1,5,1,1,0,45,5,3,3,2151.0,1163,988.0,0.849,2513,62,0.59,0.541,1
2632,6684,y,53,1,2,6,1,3,0,44,4,1,3,7181.0,2517,4664.0,0.545,1636,39,0.56,0.351,1
2633,5723,y,55,1,2,5,1,0,0,44,3,3,3,27745.0,1300,26445.0,0.482,1525,21,0.5,0.047,1
2634,9080,y,49,0,4,3,1,4,0,43,4,3,2,4852.0,2016,2836.0,0.576,3561,73,0.622,0.415,1
2635,159,y,56,1,1,2,1,2,0,50,6,3,3,6735.0,2289,4446.0,0.661,1249,28,0.75,0.34,1
2636,1862,y,63,1,1,2,1,1,0,53,4,1,2,6128.0,1895,4233.0,0.583,1700,42,0.355,0.309,1
2637,6372,y,41,1,4,3,3,3,0,36,4,3,2,23124.0,1746,21378.0,0.807,1959,50,0.724,0.076,1
2638,9835,y,34,1,2,6,1,1,0,29,3,2,2,3436.0,1650,1786.0,0.788,1972,37,0.947,0.48,1
2639,816,y,35,1,0,6,1,0,0,36,5,2,1,3176.0,1510,1666.0,0.885,2074,48,0.92,0.475,1
2640,8678,y,44,1,4,0,3,0,0,34,5,3,3,8874.0,1590,7284.0,0.698,1849,56,0.647,0.179,1
2641,9996,y,38,0,3,2,1,4,0,34,5,1,0,3402.0,1813,1589.0,0.653,1767,28,0.647,0.533,1
2642,6433,y,52,1,1,2,1,3,0,43,6,1,1,2689.0,2077,612.0,0.378,1356,33,0.435,0.772,1
2643,507,y,54,1,3,5,1,4,0,36,3,3,2,1556.0,1278,278.0,0.46,1615,35,0.591,0.821,1
2644,3127,y,58,0,2,3,2,1,0,36,3,3,3,7372.0,1210,6162.0,0.946,1707,56,0.514,0.164,1
2645,5275,y,26,1,0,0,3,4,0,13,6,1,2,5713.0,789,4924.0,0.678,3323,61,0.525,0.138,1
2646,9351,y,27,0,1,4,2,4,0,22,4,1,3,2965.0,1635,1330.0,0.7,2553,59,0.553,0.551,1
2647,7017,y,33,1,1,6,1,3,0,26,3,2,2,9819.0,1200,8619.0,0.602,2198,40,0.538,0.122,1
2648,7939,y,32,1,0,5,2,2,0,14,4,3,3,8186.0,0,8186.0,0.737,2411,67,0.426,0.0,1
2649,637,y,58,0,1,0,1,4,0,49,3,3,2,3846.0,1285,2561.0,0.608,1815,47,0.621,0.334,1
2650,2280,y,45,0,4,5,3,4,3,30,5,2,2,13131.0,1965,11166.0,0.695,1795,37,0.48,0.15,1
2651,2037,y,48,0,3,3,2,4,0,28,4,2,1,2944.0,753,2191.0,0.707,3457,61,0.848,0.256,1
2652,2229,y,38,1,2,4,2,2,3,36,3,3,4,34516.0,1954,32562.0,0.436,1872,52,0.486,0.057,1
2653,6712,y,54,1,2,3,1,3,0,38,6,3,4,5660.0,2006,3654.0,0.779,1569,39,0.773,0.354,1
2654,999,y,40,0,1,2,3,4,0,30,5,1,1,7554.0,1848,5706.0,0.767,4150,64,0.524,0.245,1
2655,5634,y,35,0,4,5,1,4,0,26,5,1,4,2494.0,1316,1178.0,1.486,2946,57,1.036,0.528,1
2656,3724,y,31,1,1,0,1,3,0,36,4,1,0,25215.0,1445,23770.0,1.033,2588,48,1.0,0.057,1
2657,8088,y,40,0,4,0,1,1,0,24,5,3,2,2606.0,1818,788.0,0.703,1999,50,1.174,0.698,1
2658,5819,y,52,1,0,2,2,3,0,43,4,3,3,8133.0,1942,6191.0,0.572,3310,76,0.583,0.239,1
2659,1384,y,57,0,1,3,1,4,0,36,6,2,2,3101.0,1257,1844.0,0.416,1681,32,0.524,0.405,1
2660,2669,y,48,1,2,2,0,3,0,29,6,2,3,24446.0,1854,22592.0,0.782,3897,75,0.786,0.076,1
2661,8829,y,49,1,3,3,1,3,0,39,5,3,2,2361.0,1342,1019.0,0.6,4316,78,0.529,0.568,1
2662,2323,y,40,1,4,3,2,1,0,32,6,4,2,2441.0,1656,785.0,0.762,3903,62,0.824,0.678,1
2663,9904,y,45,1,2,2,1,1,0,41,5,2,2,8532.0,2165,6367.0,0.707,3242,63,0.75,0.254,1
2664,9913,y,41,1,3,6,1,3,0,37,5,3,3,16954.0,1588,15366.0,0.878,3411,60,0.875,0.094,1
2665,423,y,36,1,2,2,2,3,0,17,4,3,1,2900.0,2029,871.0,0.846,2631,72,0.6,0.7,1
2666,3775,y,37,0,1,2,2,4,0,36,6,2,4,6827.0,0,6827.0,0.754,2621,49,0.815,0.0,1
2667,8680,y,44,0,3,0,0,1,0,34,5,2,5,4513.0,1950,2563.0,0.83,3164,62,0.59,0.432,1
2668,9791,y,52,1,2,0,1,0,0,47,3,3,2,27347.0,719,26628.0,0.695,4040,77,0.674,0.026,1
2669,3002,y,42,0,3,3,1,4,0,36,4,3,1,1676.0,1372,304.0,0.522,4381,77,0.571,0.819,1
2670,7398,y,62,0,1,2,1,4,0,50,6,6,4,2802.0,1977,825.0,0.431,1757,33,0.833,0.706,1
2671,10116,n,49,1,3,4,1,3,0,45,3,0,4,23870.0,0,23870.0,0.604,1885,39,0.345,0.0,0
2672,8580,y,30,0,0,2,2,4,0,17,3,2,1,4868.0,1090,3778.0,0.679,2907,69,0.816,0.224,1
2673,9377,y,50,1,3,5,2,2,0,45,5,3,5,20437.0,1020,19417.0,0.563,4166,66,0.737,0.05,1
2674,9244,y,32,1,2,3,0,2,0,26,6,1,4,2239.0,1338,901.0,0.567,2466,60,0.579,0.598,1
2675,10012,y,32,0,1,2,2,4,0,28,6,3,3,2428.0,1027,1401.0,0.824,3007,84,0.867,0.423,1
2676,9373,y,49,1,3,4,2,2,0,44,3,1,5,15027.0,0,15027.0,0.811,3533,59,0.788,0.0,1
2677,9485,y,37,1,2,1,2,0,0,32,3,3,5,32056.0,1887,30169.0,0.831,2730,68,0.7,0.059,1
2678,5550,y,42,0,3,0,2,5,3,31,3,2,2,34516.0,919,33597.0,0.919,3415,79,0.756,0.027,1
2679,6882,y,36,1,2,6,2,3,0,29,3,3,5,5346.0,1539,3807.0,0.777,2283,51,0.889,0.288,1
2680,4300,n,52,0,4,6,1,4,0,36,1,4,5,2143.0,0,2143.0,0.853,1353,36,0.333,0.0,0
2681,3193,y,48,1,3,5,2,2,1,40,5,2,5,34516.0,2317,32199.0,0.699,3927,68,0.7,0.067,1
2682,7627,y,29,1,1,6,2,2,0,19,3,1,2,23507.0,1990,21517.0,0.631,2650,65,0.912,0.085,1
2683,39,y,33,0,3,4,1,1,0,28,5,2,3,1864.0,1081,783.0,1.416,2607,44,1.75,0.58,1
2684,482,y,36,1,2,0,2,2,0,24,5,2,5,23032.0,840,22192.0,0.739,2787,73,0.698,0.036,1
2685,6692,y,36,0,4,3,1,4,0,36,4,1,3,4277.0,1578,2699.0,0.84,1855,49,1.042,0.369,1
2686,8318,y,56,0,2,3,1,1,0,41,5,3,2,2771.0,1446,1325.0,0.686,1706,27,0.227,0.522,1
2687,1546,y,28,1,1,3,0,4,0,36,5,3,4,2265.0,1935,330.0,0.653,2306,61,0.525,0.854,1
2688,4871,y,31,0,2,5,0,4,0,19,6,2,0,2853.0,1961,892.0,0.866,2697,68,0.789,0.687,1
2689,6527,y,44,0,3,5,2,4,0,33,5,3,5,3075.0,2517,558.0,0.922,3534,53,0.71,0.819,1
2690,2428,y,51,0,3,3,1,5,0,31,5,1,5,15340.0,2331,13009.0,0.565,2965,51,0.594,0.152,1
2691,2592,y,55,1,3,2,2,1,0,35,4,1,4,3065.0,0,3065.0,0.716,3524,69,0.605,0.0,1
2692,9155,y,34,0,2,1,2,4,0,28,3,3,2,1438.3,0,1438.3,0.892,3044,91,0.896,0.0,1
2693,9952,y,61,0,0,2,2,1,0,56,4,3,5,7118.0,813,6305.0,0.475,3964,66,0.65,0.114,1
2694,206,y,37,1,2,5,2,2,0,36,4,2,2,11419.0,2517,8902.0,1.211,3000,70,1.059,0.22,1
2695,2897,y,46,1,3,2,1,1,0,37,6,2,5,2403.0,0,2403.0,0.727,3393,64,0.882,0.0,1
2696,7807,y,47,0,3,5,1,4,0,32,4,3,2,2821.0,951,1870.0,0.577,1452,38,1.923,0.337,1
2697,2686,y,54,1,1,2,1,1,0,43,4,3,3,2706.0,2517,189.0,0.506,1682,39,0.625,0.93,1
2698,6924,y,50,0,3,6,2,4,0,43,6,1,4,2999.0,1958,1041.0,0.611,2073,48,0.714,0.653,1
2699,5700,y,36,0,4,3,2,4,0,28,5,1,2,2226.0,1607,619.0,0.656,2660,62,1.0,0.722,1
2700,6388,y,37,1,5,2,1,2,0,31,5,3,4,3351.0,1847,1504.0,0.67,1910,43,0.593,0.551,1
2701,5826,y,47,1,4,0,0,1,0,36,5,1,1,5570.0,1858,3712.0,0.783,4129,72,0.636,0.334,1
2702,7280,y,54,1,3,6,1,3,0,41,3,3,2,10448.0,1569,8879.0,0.482,1604,39,0.444,0.15,1
2703,680,y,64,0,0,3,1,4,0,56,6,2,2,2174.0,1397,777.0,0.62,1755,39,0.5,0.643,1
2704,5781,y,48,1,3,2,1,3,0,38,3,3,3,31501.0,0,31501.0,0.698,3742,75,0.786,0.0,1
2705,9742,y,35,1,2,5,2,2,0,30,6,3,3,21695.0,1257,20438.0,0.793,2266,74,0.48,0.058,1
2706,849,y,49,1,2,6,1,3,0,36,3,1,1,34516.0,2435,32081.0,0.732,1805,34,0.619,0.071,1
2707,6804,y,42,1,5,6,1,2,0,35,6,3,2,13650.0,1253,12397.0,0.743,1703,53,0.71,0.092,1
2708,2928,y,49,1,0,5,2,3,0,36,5,3,4,16156.0,2517,13639.0,0.804,4160,81,0.653,0.156,1
2709,5632,y,53,0,2,2,1,4,0,46,6,2,4,2413.0,2015,398.0,0.47,1398,24,0.714,0.835,1
2710,8663,y,56,1,2,3,1,3,0,45,3,2,3,5920.0,1589,4331.0,0.512,1408,28,0.273,0.268,1
2711,5278,y,41,1,3,0,2,2,0,28,6,3,0,5841.0,2463,3378.0,1.047,3817,81,0.761,0.422,1
2712,2102,y,37,1,3,3,2,2,0,36,3,1,5,8418.0,2051,6367.0,0.847,2879,63,0.703,0.244,1
2713,8737,y,30,1,0,3,1,4,0,21,5,4,3,2490.0,1259,1231.0,1.079,2441,53,0.514,0.506,1
2714,3180,y,45,1,3,4,1,3,0,35,3,3,2,20640.0,1603,19037.0,0.532,1792,53,0.395,0.078,1
2715,4925,y,54,1,1,3,1,2,0,37,5,1,1,9453.0,2188,7265.0,0.572,1688,45,0.452,0.231,1
2716,9101,y,46,1,2,2,1,2,0,40,4,2,4,7949.0,1514,6435.0,0.857,3355,58,0.657,0.19,1
2717,687,y,36,0,4,0,2,4,0,36,3,2,1,2758.0,2168,590.0,1.046,3073,86,0.792,0.786,1
2718,7640,y,48,1,2,1,2,0,0,41,5,2,1,20148.0,1084,19064.0,0.79,3921,74,0.542,0.054,1
2719,5740,y,59,0,0,1,2,4,0,36,3,1,2,1438.3,0,1438.3,0.691,1904,47,0.382,0.0,1
2720,4241,y,60,1,1,5,2,3,0,51,6,3,4,26566.0,2517,24049.0,0.985,3103,65,0.625,0.095,1
2721,6001,y,44,1,5,2,2,2,0,34,3,3,5,13477.0,2057,11420.0,0.684,3866,67,0.634,0.153,1
2722,1469,y,65,1,0,0,0,4,0,42,5,3,2,9706.0,1968,7738.0,1.022,3435,58,0.706,0.203,1
2723,9898,y,46,0,3,2,2,1,0,41,5,2,4,7457.0,0,7457.0,0.717,3162,64,0.73,0.0,1
2724,1382,y,48,1,4,2,1,3,3,40,6,2,5,34516.0,807,33709.0,0.967,3937,80,1.051,0.023,1
2725,9076,y,53,1,3,3,1,0,0,47,5,1,3,19081.0,2431,16650.0,0.37,1536,31,0.476,0.127,1
2726,4331,y,53,0,3,5,1,5,0,36,6,2,2,2447.0,1558,889.0,0.511,1716,38,0.462,0.637,1
2727,1713,y,41,1,2,3,2,3,0,36,4,2,4,28830.0,0,28830.0,0.786,3533,57,0.966,0.0,1
2728,6592,y,37,0,4,3,0,1,0,22,5,1,3,2563.0,1638,925.0,0.681,2064,46,0.917,0.639,1
2729,5090,y,29,0,0,3,2,4,0,13,6,3,5,5240.0,1608,3632.0,1.243,2712,64,0.778,0.307,1
2730,9293,y,49,0,2,1,1,4,0,44,4,3,0,3397.0,1962,1435.0,0.483,3295,66,0.61,0.578,1
2731,4929,y,47,1,3,1,2,4,0,35,4,3,2,1842.0,0,1842.0,0.726,4165,67,0.634,0.0,1
2732,7271,y,53,0,1,6,1,4,0,40,4,2,4,2383.0,1938,445.0,0.597,1616,37,0.682,0.813,1
2733,2634,y,33,1,2,2,0,2,0,21,5,3,3,20791.0,0,20791.0,0.744,2883,93,0.755,0.0,1
2734,6936,y,34,1,1,2,3,2,0,27,5,2,4,19900.0,1581,18319.0,0.838,3948,96,0.846,0.079,1
2735,3690,y,28,0,0,2,2,5,3,15,3,3,3,32024.0,1232,30792.0,1.04,2507,64,0.882,0.038,1
2736,2318,y,36,0,3,2,2,1,0,28,3,2,3,3701.0,969,2732.0,1.079,3222,86,0.623,0.262,1
2737,338,y,30,0,2,2,2,4,0,18,3,1,4,4199.0,1903,2296.0,1.059,3016,67,0.763,0.453,1
2738,2811,y,34,1,3,3,2,1,0,21,4,1,3,4353.0,1655,2698.0,0.806,2664,81,0.884,0.38,1
2739,1172,n,38,0,4,0,1,1,0,36,4,4,4,4913.0,2517,2396.0,0.348,899,28,0.273,0.512,0
2740,2733,y,39,0,4,4,1,4,0,22,3,3,1,5454.0,1108,4346.0,1.021,2674,67,0.675,0.203,1
2741,6060,y,32,0,0,2,1,5,0,26,3,3,2,2172.0,1381,791.0,1.145,2945,69,0.408,0.636,1
2742,5543,y,36,1,2,1,2,1,0,26,4,3,2,2845.0,2517,328.0,0.686,2396,51,0.5,0.885,1
2743,1219,y,37,0,3,3,2,5,0,28,3,1,4,18570.0,1524,17046.0,1.385,3999,96,0.846,0.082,1
2744,4932,y,45,1,4,5,1,2,3,33,5,2,4,25907.0,745,25162.0,0.607,2058,56,0.806,0.029,1
2745,9925,y,38,0,3,5,2,4,0,33,5,3,2,2206.0,2018,188.0,0.648,1739,35,0.667,0.915,1
2746,4174,y,31,1,0,2,2,1,0,24,3,1,4,12050.0,1732,10318.0,0.804,2015,46,0.704,0.144,1
2747,6273,y,65,1,0,3,3,4,0,36,3,3,2,2107.0,1008,1099.0,0.953,3913,67,0.523,0.478,1
2748,2001,y,63,0,0,2,1,4,0,36,6,3,4,2107.0,1351,756.0,0.521,1320,35,0.522,0.641,1
2749,7236,y,65,1,1,2,1,4,0,56,3,2,5,3539.0,2517,1022.0,0.346,1463,31,0.632,0.711,1
2750,6885,y,43,0,3,0,1,5,0,36,3,3,4,27175.0,775,26400.0,0.543,3814,72,0.8,0.029,1
2751,3977,y,51,1,1,2,1,1,3,36,6,2,2,17905.0,980,16925.0,0.731,4399,64,0.778,0.055,1
2752,7155,y,37,1,3,2,1,2,0,31,3,1,3,4940.0,1199,3741.0,1.57,3246,57,0.9,0.243,1
2753,1447,y,55,0,1,2,1,5,0,43,5,4,2,3161.0,1389,1772.0,0.307,1547,30,0.429,0.439,1
2754,1579,y,27,1,0,5,2,2,0,36,4,3,3,2464.0,0,2464.0,0.502,2636,50,0.429,0.0,1
2755,3580,y,34,0,0,3,1,1,0,36,5,1,3,3203.0,2229,974.0,1.146,2625,52,0.625,0.696,1
